frame_number,landmark,x,y,z
9293,RIGHT_EAR,0.3498,0.2714,-0.3346
9293,MOUTH_LEFT,0.3705,0.303,-0.4577
9293,MOUTH_RIGHT,0.3597,0.3059,-0.4473
9293,LEFT_SHOULDER,0.4514,0.3299,-0.2193
9293,RIGHT_SHOULDER,0.3352,0.3606,-0.2017
9293,LEFT_ELBOW,0.4873,0.4496,-0.1489
9293,RIGHT_ELBOW,0.329,0.4874,-0.1056
9293,LEFT_WRIST,0.485,0.5708,-0.2449
9293,RIGHT_WRIST,0.3225,0.6079,-0.2283
9293,LEFT_PINKY,0.4885,0.6022,-0.2752
9293,RIGHT_PINKY,0.3142,0.6408,-0.2628
9293,LEFT_INDEX,0.4793,0.6017,-0.312
9293,RIGHT_INDEX,0.3158,0.6409,-0.3103
9293,LEFT_THUMB,0.4756,0.5907,-0.2593
9293,RIGHT_THUMB,0.3221,0.6285,-0.2484
9293,LEFT_HIP,0.443,0.5684,0.0183
9293,RIGHT_HIP,0.3772,0.5589,-0.0184
9293,LEFT_KNEE,0.4273,0.743,-0.0228
9293,RIGHT_KNEE,0.3789,0.7062,-0.2676
9293,LEFT_ANKLE,0.4027,0.9041,0.2105
9293,RIGHT_ANKLE,0.3587,0.8532,-0.0603
9293,LEFT_HEEL,0.3958,0.9204,0.2249
9293,RIGHT_HEEL,0.3525,0.869,-0.0463
9293,LEFT_FOOT_INDEX,0.4001,0.9666,0.0675
9293,RIGHT_FOOT_INDEX,0.3744,0.9348,-0.2148
9294,NOSE,0.3593,0.294,-0.5141
9294,LEFT_EYE_INNER,0.3616,0.2748,-0.5048
9294,LEFT_EYE,0.3661,0.272,-0.5048
9294,LEFT_EYE_OUTER,0.3707,0.2695,-0.5048
9294,RIGHT_EYE_INNER,0.3528,0.2773,-0.497
9294,RIGHT_EYE,0.3496,0.2771,-0.4971
9294,RIGHT_EYE_OUTER,0.3472,0.2767,-0.4972
9294,LEFT_EAR,0.3842,0.2609,-0.371
9294,RIGHT_EAR,0.3498,0.2714,-0.3347
9294,MOUTH_LEFT,0.3705,0.3031,-0.4575
9294,MOUTH_RIGHT,0.3597,0.306,-0.4472
9294,LEFT_SHOULDER,0.4514,0.3299,-0.2192
9294,RIGHT_SHOULDER,0.3351,0.3606,-0.2013
9294,LEFT_ELBOW,0.4873,0.4496,-0.1488
9294,RIGHT_ELBOW,0.329,0.4873,-0.1053
9294,LEFT_WRIST,0.4851,0.5707,-0.2447
9294,RIGHT_WRIST,0.3225,0.6079,-0.2283
9294,LEFT_PINKY,0.4886,0.6021,-0.2751
9294,RIGHT_PINKY,0.3142,0.6407,-0.2629
9294,LEFT_INDEX,0.4794,0.6017,-0.3118
9294,RIGHT_INDEX,0.3158,0.6408,-0.3103
9294,LEFT_THUMB,0.4757,0.5907,-0.2592
9294,RIGHT_THUMB,0.3221,0.6285,-0.2484
9294,LEFT_HIP,0.4429,0.5684,0.0182
9294,RIGHT_HIP,0.3772,0.5588,-0.0182
9294,LEFT_KNEE,0.4273,0.743,-0.0231
9294,RIGHT_KNEE,0.3789,0.7063,-0.2688
9294,LEFT_ANKLE,0.4027,0.9042,0.2104
9294,RIGHT_ANKLE,0.3587,0.8533,-0.0633
9294,LEFT_HEEL,0.3959,0.9208,0.2248
9294,RIGHT_HEEL,0.3524,0.8693,-0.0495
9294,LEFT_FOOT_INDEX,0.4002,0.9666,0.0674
9294,RIGHT_FOOT_INDEX,0.3744,0.9348,-0.2181
9295,NOSE,0.3593,0.2941,-0.5139
9295,LEFT_EYE_INNER,0.3616,0.275,-0.5047
9295,LEFT_EYE,0.3661,0.2722,-0.5047
9295,LEFT_EYE_OUTER,0.3707,0.2697,-0.5047
9295,RIGHT_EYE_INNER,0.3528,0.2774,-0.4969
9295,RIGHT_EYE,0.3496,0.2772,-0.497
9295,RIGHT_EYE_OUTER,0.3472,0.2768,-0.4971
9295,LEFT_EAR,0.3842,0.261,-0.3709
9295,RIGHT_EAR,0.3498,0.2715,-0.3347
9295,MOUTH_LEFT,0.3705,0.3033,-0.4573
9295,MOUTH_RIGHT,0.3597,0.3061,-0.447
9295,LEFT_SHOULDER,0.4514,0.3299,-0.2193
9295,RIGHT_SHOULDER,0.3351,0.3606,-0.2008
9295,LEFT_ELBOW,0.4873,0.4496,-0.149
9295,RIGHT_ELBOW,0.329,0.4873,-0.105
9295,LEFT_WRIST,0.4851,0.5707,-0.2449
9295,RIGHT_WRIST,0.3225,0.6079,-0.2283
9295,LEFT_PINKY,0.4886,0.602,-0.2752
9295,RIGHT_PINKY,0.3141,0.6407,-0.2629
9295,LEFT_INDEX,0.4794,0.6016,-0.3119
9295,RIGHT_INDEX,0.3157,0.6408,-0.3104
9295,LEFT_THUMB,0.4757,0.5907,-0.2593
9295,RIGHT_THUMB,0.3221,0.6285,-0.2484
9295,LEFT_HIP,0.4428,0.5683,0.0182
9295,RIGHT_HIP,0.3772,0.5588,-0.0182
9295,LEFT_KNEE,0.4273,0.743,-0.0232
9295,RIGHT_KNEE,0.3789,0.7065,-0.2706
9295,LEFT_ANKLE,0.4027,0.9043,0.2101
9295,RIGHT_ANKLE,0.3587,0.8533,-0.0689
9295,LEFT_HEEL,0.3959,0.9212,0.2243
9295,RIGHT_HEEL,0.3522,0.8696,-0.0555
9295,LEFT_FOOT_INDEX,0.4003,0.9666,0.0667
9295,RIGHT_FOOT_INDEX,0.3744,0.9348,-0.2248
9296,NOSE,0.3593,0.2942,-0.514
9296,LEFT_EYE_INNER,0.3616,0.2751,-0.5048
9296,LEFT_EYE,0.3661,0.2724,-0.5048
9296,LEFT_EYE_OUTER,0.3707,0.2698,-0.5048
9296,RIGHT_EYE_INNER,0.3528,0.2775,-0.497
9296,RIGHT_EYE,0.3496,0.2772,-0.4971
9296,RIGHT_EYE_OUTER,0.3472,0.2768,-0.4972
9296,LEFT_EAR,0.3842,0.2611,-0.371
9296,RIGHT_EAR,0.3498,0.2715,-0.3348
9296,MOUTH_LEFT,0.3705,0.3034,-0.4574
9296,MOUTH_RIGHT,0.3597,0.3062,-0.4471
9296,LEFT_SHOULDER,0.4514,0.3299,-0.2194
9296,RIGHT_SHOULDER,0.3351,0.3605,-0.2005
9296,LEFT_ELBOW,0.4873,0.4497,-0.1492
9296,RIGHT_ELBOW,0.329,0.4873,-0.1048
9296,LEFT_WRIST,0.4851,0.5707,-0.2452
9296,RIGHT_WRIST,0.3225,0.6079,-0.2283
9296,LEFT_PINKY,0.4887,0.602,-0.2756
9296,RIGHT_PINKY,0.3141,0.6407,-0.2629
9296,LEFT_INDEX,0.4795,0.6016,-0.3123
9296,RIGHT_INDEX,0.3157,0.6408,-0.3104
9296,LEFT_THUMB,0.4757,0.5906,-0.2596
9296,RIGHT_THUMB,0.3221,0.6285,-0.2484
9296,LEFT_HIP,0.4428,0.5683,0.0181
9296,RIGHT_HIP,0.3772,0.5587,-0.0181
9296,LEFT_KNEE,0.4273,0.743,-0.0236
9296,RIGHT_KNEE,0.3789,0.7066,-0.2718
9296,LEFT_ANKLE,0.4027,0.9043,0.2099
9296,RIGHT_ANKLE,0.3587,0.8534,-0.0715
9296,LEFT_HEEL,0.3959,0.9215,0.2242
9296,RIGHT_HEEL,0.3521,0.8698,-0.0582
9296,LEFT_FOOT_INDEX,0.4003,0.9665,0.0664
9296,RIGHT_FOOT_INDEX,0.3745,0.9348,-0.2277
9297,NOSE,0.3593,0.2944,-0.5141
9297,LEFT_EYE_INNER,0.3616,0.2752,-0.5049
9297,LEFT_EYE,0.3661,0.2725,-0.5049
9297,LEFT_EYE_OUTER,0.3707,0.2699,-0.5049
9297,RIGHT_EYE_INNER,0.3528,0.2776,-0.4971
9297,RIGHT_EYE,0.3496,0.2773,-0.4972
9297,RIGHT_EYE_OUTER,0.3472,0.2769,-0.4973
9297,LEFT_EAR,0.3842,0.2611,-0.3712
9297,RIGHT_EAR,0.3498,0.2715,-0.335
9297,MOUTH_LEFT,0.3705,0.3035,-0.4575
9297,MOUTH_RIGHT,0.3597,0.3063,-0.4472
9297,LEFT_SHOULDER,0.4514,0.3299,-0.2196
9297,RIGHT_SHOULDER,0.335,0.3605,-0.2005
9297,LEFT_ELBOW,0.4873,0.4497,-0.1494
9297,RIGHT_ELBOW,0.329,0.4873,-0.1048
9297,LEFT_WRIST,0.4851,0.5707,-0.2453
9297,RIGHT_WRIST,0.3224,0.6079,-0.2287
9297,LEFT_PINKY,0.4887,0.602,-0.2757
9297,RIGHT_PINKY,0.3141,0.6407,-0.2633
9297,LEFT_INDEX,0.4795,0.6015,-0.3124
9297,RIGHT_INDEX,0.3157,0.6408,-0.3108
9297,LEFT_THUMB,0.4757,0.5906,-0.2597
9297,RIGHT_THUMB,0.3221,0.6285,-0.2488
9297,LEFT_HIP,0.4427,0.5682,0.018
9297,RIGHT_HIP,0.3772,0.5586,-0.018
9297,LEFT_KNEE,0.4273,0.743,-0.0238
9297,RIGHT_KNEE,0.3789,0.7067,-0.2736
9297,LEFT_ANKLE,0.4027,0.9043,0.2097
9297,RIGHT_ANKLE,0.3587,0.8534,-0.0751
9297,LEFT_HEEL,0.396,0.9217,0.2239
9297,RIGHT_HEEL,0.352,0.87,-0.062
9297,LEFT_FOOT_INDEX,0.4004,0.9665,0.0662
9297,RIGHT_FOOT_INDEX,0.3746,0.9348,-0.2323
9298,NOSE,0.3593,0.2945,-0.5142
9298,LEFT_EYE_INNER,0.3616,0.2753,-0.505
9298,LEFT_EYE,0.3661,0.2726,-0.505
9298,LEFT_EYE_OUTER,0.3707,0.27,-0.505
9298,RIGHT_EYE_INNER,0.3528,0.2776,-0.4972
9298,RIGHT_EYE,0.3496,0.2773,-0.4973
9298,RIGHT_EYE_OUTER,0.3472,0.2769,-0.4974
9298,LEFT_EAR,0.3842,0.2612,-0.3713
9298,RIGHT_EAR,0.3498,0.2716,-0.335
9298,MOUTH_LEFT,0.3706,0.3036,-0.4576
9298,MOUTH_RIGHT,0.3597,0.3064,-0.4473
9298,LEFT_SHOULDER,0.4514,0.3299,-0.2197
9298,RIGHT_SHOULDER,0.335,0.3604,-0.2
9298,LEFT_ELBOW,0.4872,0.4497,-0.1495
9298,RIGHT_ELBOW,0.329,0.4873,-0.1041
9298,LEFT_WRIST,0.4851,0.5706,-0.2455
9298,RIGHT_WRIST,0.3224,0.6079,-0.2286
9298,LEFT_PINKY,0.4887,0.6019,-0.2759
9298,RIGHT_PINKY,0.3141,0.6407,-0.2633
9298,LEFT_INDEX,0.4795,0.6015,-0.3126
9298,RIGHT_INDEX,0.3157,0.6408,-0.3108
9298,LEFT_THUMB,0.4757,0.5906,-0.2599
9298,RIGHT_THUMB,0.3221,0.6284,-0.2488
9298,LEFT_HIP,0.4427,0.5682,0.0178
9298,RIGHT_HIP,0.3772,0.5585,-0.0178
9298,LEFT_KNEE,0.4273,0.743,-0.0239
9298,RIGHT_KNEE,0.3789,0.7068,-0.2744
9298,LEFT_ANKLE,0.4027,0.9044,0.2096
9298,RIGHT_ANKLE,0.3587,0.8534,-0.0768
9298,LEFT_HEEL,0.396,0.9219,0.2239
9298,RIGHT_HEEL,0.352,0.8701,-0.0638
9298,LEFT_FOOT_INDEX,0.4005,0.9665,0.066
9298,RIGHT_FOOT_INDEX,0.3746,0.9348,-0.2342
9299,NOSE,0.3593,0.2945,-0.5142
9299,LEFT_EYE_INNER,0.3616,0.2753,-0.505
9299,LEFT_EYE,0.3661,0.2726,-0.505
9299,LEFT_EYE_OUTER,0.3707,0.2701,-0.505
9299,RIGHT_EYE_INNER,0.3529,0.2777,-0.4972
9299,RIGHT_EYE,0.3496,0.2774,-0.4973
9299,RIGHT_EYE_OUTER,0.3472,0.2769,-0.4974
9299,LEFT_EAR,0.3842,0.2612,-0.3713
9299,RIGHT_EAR,0.3498,0.2716,-0.335
9299,MOUTH_LEFT,0.3706,0.3036,-0.4576
9299,MOUTH_RIGHT,0.3597,0.3064,-0.4473
9299,LEFT_SHOULDER,0.4514,0.3299,-0.2198
9299,RIGHT_SHOULDER,0.3349,0.3603,-0.1996
9299,LEFT_ELBOW,0.4872,0.4497,-0.1496
9299,RIGHT_ELBOW,0.329,0.4873,-0.1038
9299,LEFT_WRIST,0.4851,0.5706,-0.2456
9299,RIGHT_WRIST,0.3224,0.6079,-0.2287
9299,LEFT_PINKY,0.4887,0.6019,-0.2761
9299,RIGHT_PINKY,0.3141,0.6407,-0.2634
9299,LEFT_INDEX,0.4795,0.6015,-0.3128
9299,RIGHT_INDEX,0.3157,0.6408,-0.3109
9299,LEFT_THUMB,0.4758,0.5905,-0.2601
9299,RIGHT_THUMB,0.3221,0.6284,-0.2488
9299,LEFT_HIP,0.4426,0.5681,0.0177
9299,RIGHT_HIP,0.3772,0.5584,-0.0177
9299,LEFT_KNEE,0.4273,0.743,-0.024
9299,RIGHT_KNEE,0.3789,0.7068,-0.2748
9299,LEFT_ANKLE,0.4027,0.9044,0.2096
9299,RIGHT_ANKLE,0.3587,0.8535,-0.0778
9299,LEFT_HEEL,0.396,0.922,0.2238
9299,RIGHT_HEEL,0.352,0.8703,-0.0649
9299,LEFT_FOOT_INDEX,0.4005,0.9665,0.0658
9299,RIGHT_FOOT_INDEX,0.3747,0.9348,-0.2352
9300,NOSE,0.3593,0.2946,-0.5141
9300,LEFT_EYE_INNER,0.3616,0.2754,-0.5049
9300,LEFT_EYE,0.3661,0.2727,-0.505
9300,LEFT_EYE_OUTER,0.3707,0.2702,-0.505
9300,RIGHT_EYE_INNER,0.3529,0.2777,-0.4971
9300,RIGHT_EYE,0.3496,0.2774,-0.4972
9300,RIGHT_EYE_OUTER,0.3472,0.277,-0.4973
9300,LEFT_EAR,0.3842,0.2613,-0.3712
9300,RIGHT_EAR,0.3498,0.2716,-0.335
9300,MOUTH_LEFT,0.3706,0.3037,-0.4575
9300,MOUTH_RIGHT,0.3597,0.3064,-0.4472
9300,LEFT_SHOULDER,0.4513,0.3299,-0.2198
9300,RIGHT_SHOULDER,0.3349,0.3602,-0.1993
9300,LEFT_ELBOW,0.4872,0.4497,-0.1497
9300,RIGHT_ELBOW,0.329,0.4873,-0.1036
9300,LEFT_WRIST,0.4851,0.5706,-0.2457
9300,RIGHT_WRIST,0.3224,0.6079,-0.2287
9300,LEFT_PINKY,0.4887,0.6018,-0.2762
9300,RIGHT_PINKY,0.3141,0.6407,-0.2634
9300,LEFT_INDEX,0.4795,0.6014,-0.3129
9300,RIGHT_INDEX,0.3157,0.6408,-0.3109
9300,LEFT_THUMB,0.4758,0.5905,-0.2601
9300,RIGHT_THUMB,0.322,0.6284,-0.2488
9300,LEFT_HIP,0.4426,0.5681,0.0176
9300,RIGHT_HIP,0.3772,0.5584,-0.0176
9300,LEFT_KNEE,0.4273,0.743,-0.0242
9300,RIGHT_KNEE,0.3789,0.7069,-0.2747
9300,LEFT_ANKLE,0.4027,0.9044,0.2095
9300,RIGHT_ANKLE,0.3587,0.8535,-0.0773
9300,LEFT_HEEL,0.396,0.9221,0.2237
9300,RIGHT_HEEL,0.3519,0.8704,-0.0644
9300,LEFT_FOOT_INDEX,0.4006,0.9665,0.0657
9300,RIGHT_FOOT_INDEX,0.3747,0.9348,-0.2345
9301,NOSE,0.3593,0.2946,-0.5137
9301,LEFT_EYE_INNER,0.3616,0.2754,-0.5045
9301,LEFT_EYE,0.3662,0.2727,-0.5045
9301,LEFT_EYE_OUTER,0.3707,0.2702,-0.5045
9301,RIGHT_EYE_INNER,0.3529,0.2777,-0.4968
9301,RIGHT_EYE,0.3496,0.2774,-0.4969
9301,RIGHT_EYE_OUTER,0.3472,0.277,-0.4969
9301,LEFT_EAR,0.3842,0.2613,-0.3708
9301,RIGHT_EAR,0.3498,0.2716,-0.3348
9301,MOUTH_LEFT,0.3706,0.3037,-0.4572
9301,MOUTH_RIGHT,0.3597,0.3065,-0.4469
9301,LEFT_SHOULDER,0.4513,0.33,-0.2196
9301,RIGHT_SHOULDER,0.3349,0.3602,-0.199
9301,LEFT_ELBOW,0.4872,0.4497,-0.1494
9301,RIGHT_ELBOW,0.3291,0.4873,-0.1033
9301,LEFT_WRIST,0.4852,0.5705,-0.2451
9301,RIGHT_WRIST,0.3224,0.6078,-0.2284
9301,LEFT_PINKY,0.4887,0.6018,-0.2755
9301,RIGHT_PINKY,0.3141,0.6406,-0.2632
9301,LEFT_INDEX,0.4795,0.6013,-0.3121
9301,RIGHT_INDEX,0.3157,0.6408,-0.3107
9301,LEFT_THUMB,0.4758,0.5904,-0.2595
9301,RIGHT_THUMB,0.322,0.6284,-0.2486
9301,LEFT_HIP,0.4426,0.568,0.0175
9301,RIGHT_HIP,0.3772,0.5583,-0.0175
9301,LEFT_KNEE,0.4273,0.743,-0.025
9301,RIGHT_KNEE,0.3789,0.7069,-0.276
9301,LEFT_ANKLE,0.4027,0.9046,0.2082
9301,RIGHT_ANKLE,0.3586,0.8536,-0.0788
9301,LEFT_HEEL,0.3961,0.9223,0.2223
9301,RIGHT_HEEL,0.3519,0.8704,-0.0658
9301,LEFT_FOOT_INDEX,0.4006,0.9665,0.0643
9301,RIGHT_FOOT_INDEX,0.3747,0.9348,-0.2356
9302,NOSE,0.3593,0.2947,-0.5137
9302,LEFT_EYE_INNER,0.3616,0.2754,-0.5046
9302,LEFT_EYE,0.3662,0.2728,-0.5046
9302,LEFT_EYE_OUTER,0.3707,0.2702,-0.5046
9302,RIGHT_EYE_INNER,0.3529,0.2777,-0.4968
9302,RIGHT_EYE,0.3496,0.2774,-0.4969
9302,RIGHT_EYE_OUTER,0.3472,0.277,-0.497
9302,LEFT_EAR,0.3842,0.2613,-0.3709
9302,RIGHT_EAR,0.3498,0.2716,-0.3349
9302,MOUTH_LEFT,0.3706,0.3038,-0.4572
9302,MOUTH_RIGHT,0.3597,0.3065,-0.447
9302,LEFT_SHOULDER,0.4513,0.33,-0.2198
9302,RIGHT_SHOULDER,0.3349,0.3601,-0.199
9302,LEFT_ELBOW,0.4872,0.4497,-0.1495
9302,RIGHT_ELBOW,0.3291,0.4873,-0.1031
9302,LEFT_WRIST,0.4852,0.5705,-0.2452
9302,RIGHT_WRIST,0.3224,0.6078,-0.2284
9302,LEFT_PINKY,0.4887,0.6017,-0.2755
9302,RIGHT_PINKY,0.3141,0.6406,-0.2632
9302,LEFT_INDEX,0.4795,0.6013,-0.3122
9302,RIGHT_INDEX,0.3157,0.6408,-0.3107
9302,LEFT_THUMB,0.4758,0.5903,-0.2595
9302,RIGHT_THUMB,0.322,0.6284,-0.2486
9302,LEFT_HIP,0.4425,0.5679,0.0173
9302,RIGHT_HIP,0.3771,0.5582,-0.0173
9302,LEFT_KNEE,0.4273,0.743,-0.0252
9302,RIGHT_KNEE,0.3789,0.7069,-0.2761
9302,LEFT_ANKLE,0.4028,0.9047,0.208
9302,RIGHT_ANKLE,0.3586,0.8536,-0.0807
9302,LEFT_HEEL,0.3962,0.9225,0.222
9302,RIGHT_HEEL,0.3519,0.8704,-0.068
9302,LEFT_FOOT_INDEX,0.4007,0.9665,0.0639
9302,RIGHT_FOOT_INDEX,0.3747,0.9348,-0.2383
9303,NOSE,0.3656,0.2895,-0.5192
9303,LEFT_EYE_INNER,0.3693,0.2698,-0.5098
9303,LEFT_EYE,0.3745,0.2667,-0.5098
9303,LEFT_EYE_OUTER,0.3787,0.2636,-0.5098
9303,RIGHT_EYE_INNER,0.3577,0.2735,-0.5026
9303,RIGHT_EYE,0.3546,0.2737,-0.5027
9303,RIGHT_EYE_OUTER,0.3523,0.2735,-0.5028
9303,LEFT_EAR,0.3882,0.2578,-0.3739
9303,RIGHT_EAR,0.3522,0.27,-0.3413
9303,MOUTH_LEFT,0.377,0.2991,-0.4617
9303,MOUTH_RIGHT,0.3637,0.3031,-0.4524
9303,LEFT_SHOULDER,0.4523,0.3298,-0.2303
9303,RIGHT_SHOULDER,0.3349,0.3599,-0.199
9303,LEFT_ELBOW,0.486,0.4498,-0.1651
9303,RIGHT_ELBOW,0.329,0.4873,-0.1032
9303,LEFT_WRIST,0.4755,0.5701,-0.2881
9303,RIGHT_WRIST,0.3239,0.605,-0.2298
9303,LEFT_PINKY,0.4758,0.6017,-0.3275
9303,RIGHT_PINKY,0.3197,0.6384,-0.2648
9303,LEFT_INDEX,0.4649,0.6011,-0.3656
9303,RIGHT_INDEX,0.3228,0.6377,-0.3116
9303,LEFT_THUMB,0.4623,0.5901,-0.3033
9303,RIGHT_THUMB,0.3268,0.6256,-0.2495
9303,LEFT_HIP,0.4411,0.5694,0.0073
9303,RIGHT_HIP,0.3753,0.5671,-0.0073
9303,LEFT_KNEE,0.4261,0.7469,-0.0088
9303,RIGHT_KNEE,0.3823,0.7395,-0.0831
9303,LEFT_ANKLE,0.4034,0.9064,0.2071
9303,RIGHT_ANKLE,0.3959,0.904,0.0739
9303,LEFT_HEEL,0.3979,0.9232,0.2198
9303,RIGHT_HEEL,0.3982,0.9227,0.0808
9303,LEFT_FOOT_INDEX,0.4023,0.97,0.0651
9303,RIGHT_FOOT_INDEX,0.3932,0.9661,-0.0895
9304,NOSE,0.3696,0.2832,-0.5139
9304,LEFT_EYE_INNER,0.3745,0.2627,-0.5029
9304,LEFT_EYE,0.3795,0.2599,-0.5029
9304,LEFT_EYE_OUTER,0.3836,0.2576,-0.5029
9304,RIGHT_EYE_INNER,0.3616,0.2674,-0.4971
9304,RIGHT_EYE,0.3579,0.2677,-0.4972
9304,RIGHT_EYE_OUTER,0.3554,0.2679,-0.4973
9304,LEFT_EAR,0.3917,0.2549,-0.3654
9304,RIGHT_EAR,0.3544,0.2667,-0.34
9304,MOUTH_LEFT,0.3809,0.2945,-0.4565
9304,MOUTH_RIGHT,0.3664,0.299,-0.4492
9304,LEFT_SHOULDER,0.4529,0.3298,-0.2297
9304,RIGHT_SHOULDER,0.3349,0.3589,-0.1986
9304,LEFT_ELBOW,0.484,0.4508,-0.1642
9304,RIGHT_ELBOW,0.3289,0.4862,-0.1046
9304,LEFT_WRIST,0.4682,0.5703,-0.2869
9304,RIGHT_WRIST,0.3254,0.6015,-0.2294
9304,LEFT_PINKY,0.4677,0.6028,-0.327
9304,RIGHT_PINKY,0.3247,0.6364,-0.2635
9304,LEFT_INDEX,0.4551,0.6013,-0.3614
9304,RIGHT_INDEX,0.33,0.6345,-0.3093
9304,LEFT_THUMB,0.4524,0.5905,-0.3009
9304,RIGHT_THUMB,0.3321,0.6219,-0.2485
9304,LEFT_HIP,0.4396,0.5707,0.006
9304,RIGHT_HIP,0.3744,0.5705,-0.006
9304,LEFT_KNEE,0.4259,0.7505,-0.0229
9304,RIGHT_KNEE,0.3909,0.7464,-0.0603
9304,LEFT_ANKLE,0.4048,0.9127,0.1507
9304,RIGHT_ANKLE,0.3955,0.9094,0.1767
9304,LEFT_HEEL,0.4007,0.9296,0.1592
9304,RIGHT_HEEL,0.3954,0.9253,0.1925
9304,LEFT_FOOT_INDEX,0.4042,0.9753,0.0079
9304,RIGHT_FOOT_INDEX,0.3912,0.9686,0.0444
9305,NOSE,0.3721,0.2778,-0.5134
9305,LEFT_EYE_INNER,0.3773,0.2575,-0.5018
9305,LEFT_EYE,0.3819,0.2554,-0.5019
9305,LEFT_EYE_OUTER,0.3863,0.2533,-0.5019
9305,RIGHT_EYE_INNER,0.3643,0.2618,-0.4959
9305,RIGHT_EYE,0.3603,0.2624,-0.496
9305,RIGHT_EYE_OUTER,0.3574,0.2628,-0.496
9305,LEFT_EAR,0.3939,0.252,-0.3655
9305,RIGHT_EAR,0.3563,0.2631,-0.3397
9305,MOUTH_LEFT,0.3838,0.2899,-0.4565
9305,MOUTH_RIGHT,0.3687,0.2944,-0.4492
9305,LEFT_SHOULDER,0.4536,0.3298,-0.2362
9305,RIGHT_SHOULDER,0.3351,0.3567,-0.1986
9305,LEFT_ELBOW,0.4822,0.453,-0.1818
9305,RIGHT_ELBOW,0.3288,0.4809,-0.1105
9305,LEFT_WRIST,0.4589,0.5707,-0.2986
9305,RIGHT_WRIST,0.327,0.5955,-0.2334
9305,LEFT_PINKY,0.4587,0.6035,-0.3407
9305,RIGHT_PINKY,0.3282,0.6299,-0.2679
9305,LEFT_INDEX,0.4459,0.6013,-0.372
9305,RIGHT_INDEX,0.3352,0.6276,-0.312
9305,LEFT_THUMB,0.4432,0.5905,-0.3114
9305,RIGHT_THUMB,0.3365,0.615,-0.252
9305,LEFT_HIP,0.4379,0.5705,-0.0022
9305,RIGHT_HIP,0.3732,0.5696,0.0022
9305,LEFT_KNEE,0.4257,0.7539,-0.024
9305,RIGHT_KNEE,0.3976,0.7481,-0.0325
9305,LEFT_ANKLE,0.4045,0.9194,0.1246
9305,RIGHT_ANKLE,0.3988,0.9074,0.166
9305,LEFT_HEEL,0.4005,0.9383,0.13
9305,RIGHT_HEEL,0.3971,0.9255,0.1776
9305,LEFT_FOOT_INDEX,0.4039,0.9799,-0.024
9305,RIGHT_FOOT_INDEX,0.3888,0.963,0.0209
9306,NOSE,0.3744,0.2739,-0.445
9306,LEFT_EYE_INNER,0.3798,0.2541,-0.4275
9306,LEFT_EYE,0.3842,0.2523,-0.4276
9306,LEFT_EYE_OUTER,0.3889,0.2502,-0.4276
9306,RIGHT_EYE_INNER,0.3668,0.2579,-0.4233
9306,RIGHT_EYE,0.3627,0.2585,-0.4234
9306,RIGHT_EYE_OUTER,0.3592,0.2592,-0.4235
9306,LEFT_EAR,0.3959,0.2502,-0.2858
9306,RIGHT_EAR,0.3577,0.2605,-0.2672
9306,MOUTH_LEFT,0.3862,0.2861,-0.3885
9306,MOUTH_RIGHT,0.3704,0.2908,-0.3834
9306,LEFT_SHOULDER,0.4537,0.3298,-0.1701
9306,RIGHT_SHOULDER,0.3353,0.3544,-0.1399
9306,LEFT_ELBOW,0.479,0.4553,-0.1234
9306,RIGHT_ELBOW,0.3288,0.4787,-0.0682
9306,LEFT_WRIST,0.4522,0.5713,-0.2309
9306,RIGHT_WRIST,0.3308,0.5918,-0.2061
9306,LEFT_PINKY,0.4523,0.6052,-0.2674
9306,RIGHT_PINKY,0.3333,0.6259,-0.2468
9306,LEFT_INDEX,0.4389,0.6014,-0.2997
9306,RIGHT_INDEX,0.3413,0.6233,-0.2842
9306,LEFT_THUMB,0.4361,0.5907,-0.2436
9306,RIGHT_THUMB,0.3423,0.6102,-0.2229
9306,LEFT_HIP,0.4359,0.5697,-0.0012
9306,RIGHT_HIP,0.3712,0.5686,0.0013
9306,LEFT_KNEE,0.4255,0.7533,-0.0422
9306,RIGHT_KNEE,0.3832,0.7331,-0.2537
9306,LEFT_ANKLE,0.4054,0.9194,0.1538
9306,RIGHT_ANKLE,0.3832,0.901,-0.105
9306,LEFT_HEEL,0.4036,0.9386,0.1634
9306,RIGHT_HEEL,0.3898,0.919,-0.0983
9306,LEFT_FOOT_INDEX,0.4025,0.9848,-0.0014
9306,RIGHT_FOOT_INDEX,0.3579,0.9682,-0.2874
9307,NOSE,0.3766,0.2705,-0.4606
9307,LEFT_EYE_INNER,0.3821,0.2512,-0.4439
9307,LEFT_EYE,0.3866,0.2496,-0.4439
9307,LEFT_EYE_OUTER,0.3912,0.2477,-0.4439
9307,RIGHT_EYE_INNER,0.369,0.2546,-0.4401
9307,RIGHT_EYE,0.365,0.255,-0.4402
9307,RIGHT_EYE_OUTER,0.361,0.2558,-0.4403
9307,LEFT_EAR,0.3978,0.2486,-0.3017
9307,RIGHT_EAR,0.359,0.2582,-0.2851
9307,MOUTH_LEFT,0.3884,0.2834,-0.4035
9307,MOUTH_RIGHT,0.372,0.2878,-0.3989
9307,LEFT_SHOULDER,0.454,0.3298,-0.1811
9307,RIGHT_SHOULDER,0.3353,0.3512,-0.1526
9307,LEFT_ELBOW,0.476,0.457,-0.1292
9307,RIGHT_ELBOW,0.3288,0.477,-0.0782
